"","Firms$Tone"
"1790",NA
"1791",NA
"1792",NA
"1793",NA
"1794",NA
"1795",NA
"1796",NA
"1797",NA
"1798",NA
"1799",0.5
"1800",NA
"1801",NA
"1802",NA
"1803",NA
"1804",NA
"1805",NA
"1806",1
"1807",1
"1808",1
"1809",NA
"1810",NA
"1811",NA
"1812",0.6
"1813",NA
"1814",NA
"1815",-1
"1816",NA
"1817",NA
"1818",NA
"1819",NA
"1820",NA
"1821",NA
"1822",NA
"1823",NA
"1824",NA
"1825",NA
"1826",NA
"1827",NA
"1828",NA
"1829",NA
"1830",NA
"1831",-1
"1832",NA
"1833",NA
"1834",NA
"1835",-1
"1836",1
"1837",0
"1838",-0.2
"1839",NA
"1840",NA
"1841",NA
"1842",1
"1843",NA
"1844",NA
"1845",NA
"1846",NA
"1847",NA
"1848",1
"1849",-1
"1850",NA
"1851",0
"1852",NA
"1853",NA
"1854",NA
"1855",NA
"1856",NA
"1857",NA
"1858",1
"1859",NA
"1860",NA
"1861",NA
"1862",0.2
"1863",1
"1864",NA
"1865",1
"1866",NA
"1867",NA
"1868",1
"1869",NA
"1870",0
"1871",NA
"1872",NA
"1873",NA
"1874",-0.333333333333333
"1875",NA
"1876",NA
"1877",1
"1878",NA
"1879",NA
"1880",NA
"1881",NA
"1882",NA
"1883",0.6
"1884",1
"1885",NA
"1886",1
"1887",NA
"1888",NA
"1889",NA
"1890",1
"1891",NA
"1892",NA
"1893",NA
"1894",NA
"1895",0.333333333333333
"1896",NA
"1897",NA
"1898",NA
"1899",-1
"1900",NA
"1901",NA
"1902",NA
"1903",0.75
"1904",NA
"1905",NA
"1906",NA
"1907",1
"1908",NA
"1909",NA
"1910",-1
"1911",NA
"1912",NA
"1913",NA
"1914",NA
"1915",NA
"1916",-1
"1917",NA
"1918",NA
"1919",-1
"1920",1
"1921",NA
"1922",-0.333333333333333
"1923",0.538461538461538
"1924",NA
"1925",NA
"1926",1
"1927",NA
"1928",-1
"1929",-0.333333333333333
"1930",NA
"1931",NA
"1932",-1
"1933",NA
"1934",NA
"1935",1
"1936",NA
"1937",NA
"1938",1
"1939",NA
"1940",1
"1941",NA
"1942",NA
"1943",NA
"1944",0
"1945",NA
"1946",NA
"1947",NA
"1948",NA
"1949",NA
"1950",NA
"1951",NA
"1952",-1
"1953",NA
"1954",0.777777777777778
"1955",NA
"1956",1
"1957",NA
"1958",NA
"1959",NA
"1960",1
"1961",NA
"1962",NA
"1963",NA
"1964",0
"1965",NA
"1966",1
"1967",NA
"1968",NA
"1969",1
"1970",NA
"1971",1
"1972",NA
"1973",NA
"1974",1
"1975",0.733333333333333
"1976",NA
"1977",NA
"1978",NA
"1979",1
"1980",NA
"1981",NA
"1982",1
"1983",1
"1984",0.8
"1985",NA
"1986",NA
"1987",NA
"1988",1
"1989",NA
"1990",1
"1991",NA
"1992",NA
"1993",NA
"1994",NA
"1995",0
"1996",1
"1997",0.333333333333333
"1998",NA
"1999",1
"2000",NA
"2001",NA
"2002",NA
"2003",-1
"2004",0
"2005",NA
"2006",NA
"2007",NA
"2008",NA
"2009",NA
"2010",-1
"2011",NA
"2012",1
"2013",1
"2014",NA
"2015",NA
"2016",1
"2017",0
"2018",1
"2019",1
"2020",0
"2021",NA
"2022",1
"2023",NA
"2024",NA
"2025",0
"2026",NA
"2027",NA
"2028",NA
"2029",NA
"2030",NA
"2031",NA
"2032",NA
"2033",1
"2034",1
"2035",1
"2036",-1
"2037",0
"2038",NA
"2039",NA
"2040",NA
"2041",NA
"2042",1
"2043",NA
"2044",0.714285714285714
"2045",-1
"2046",0.666666666666667
"2047",NA
"2048",1
"2049",NA
"2050",NA
"2051",NA
"2052",NA
"2053",1
"2054",NA
"2055",NA
"2056",NA
"2057",NA
"2058",NA
"2059",NA
"2060",1
"2061",NA
"2062",NA
"2063",NA
"2064",NA
"2065",NA
"2066",NA
"2067",NA
"2068",0.692307692307692
"2069",NA
"2070",-1
"2071",NA
"2072",1
"2073",1
"2074",NA
"2075",0
"2076",1
"2077",1
"2078",NA
"2079",NA
"2080",NA
"2081",1
"2082",1
"2083",NA
"2084",0.5
"2085",0.5
"2086",1
"2087",NA
"2088",1
"2089",NA
"2090",NA
"2091",0.818181818181818
"2092",1
"2093",1
"2094",NA
"2095",NA
"2096",NA
"2097",1
"2098",NA
"2099",NA
"2100",NA
"2101",NA
"2102",NA
"2103",NA
"2104",NA
"2105",1
"2106",1
"2107",0
"2108",NA
"2109",NA
"2110",NA
"2111",NA
"2112",NA
"2113",NA
"2114",NA
"2115",NA
"2116",NA
"2117",1
"2118",NA
"2119",NA
"2120",NA
"2121",NA
"2122",NA
"2123",NA
"2124",NA
"2125",NA
"2126",NA
"2127",NA
"2128",1
"2129",NA
"2130",1
"2131",NA
"2132",NA
"2133",NA
"2134",NA
"2135",NA
"2136",NA
"2137",1
"2138",0.6
"2139",1
"2140",NA
"2141",NA
"2142",NA
"2143",NA
"2144",0
"2145",0.6
"2146",0.333333333333333
"2147",1
"2148",NA
"2149",-1
"2150",NA
"2151",NA
"2152",0.333333333333333
"2153",0
"2154",NA
"2155",NA
"2156",1
"2157",1
"2158",NA
"2159",NA
"2160",NA
"2161",NA
"2162",-1
"2163",NA
"2164",1
"2165",NA
"2166",0.6
"2167",1
"2168",1
"2169",NA
"2170",0.882352941176471
"2171",NA
"2172",0.333333333333333
"2173",NA
"2174",-1
"2175",NA
"2176",NA
"2177",NA
"2178",1
"2179",NA
"2180",NA
"2181",NA
"2182",NA
"2183",1
"2184",NA
"2185",1
"2186",NA
"2187",NA
"2188",NA
"2189",1
"2190",NA
"2191",0.333333333333333
"2192",0.333333333333333
"2193",NA
"2194",NA
"2195",NA
"2196",NA
"2197",1
"2198",NA
"2199",NA
"2200",1
"2201",NA
"2202",1
"2203",1
"2204",NA
"2205",NA
"2206",1
"2207",NA
"2208",NA
"2209",NA
"2210",NA
"2211",0.5
"2212",NA
"2213",1
"2214",NA
"2215",NA
"2216",1
"2217",NA
"2218",NA
"2219",NA
"2220",NA
"2221",NA
"2222",0.333333333333333
"2223",NA
"2224",1
"2225",NA
"2226",-1
"2227",0
"2228",1
"2229",NA
"2230",-0.5
"2231",NA
"2232",NA
"2233",NA
"2234",1
"2235",NA
"2236",-1
"2237",NA
"2238",1
"2239",NA
"2240",1
"2241",NA
"2242",NA
"2243",1
"2244",NA
"2245",-1
"2246",NA
"2247",1
"2248",NA
"2249",NA
"2250",1
"2251",NA
"2252",0.333333333333333
"2253",0.25
"2254",-1
"2255",NA
"2256",NA
"2257",1
"2258",NA
"2259",-1
"2260",0.25
"2261",NA
"2262",NA
"2263",NA
"2264",1
"2265",1
"2266",NA
"2267",1
"2268",NA
"2269",NA
"2270",-1
"2271",NA
"2272",1
"2273",0
"2274",NA
"2275",NA
"2276",NA
"2277",NA
"2278",1
"2279",NA
"2280",1
"2281",1
"2282",1
"2283",1
"2284",NA
"2285",NA
"2286",NA
"2287",0.333333333333333
"2288",1
"2289",NA
"2290",-1
"2291",1
"2292",NA
"2293",NA
"2294",NA
"2295",0.714285714285714
"2296",NA
"2297",NA
"2298",0.333333333333333
"2299",NA
"2300",-1
"2301",NA
"2302",1
"2303",NA
"2304",NA
"2305",1
"2306",1
"2307",-1
"2308",NA
"2309",1
"2310",NA
"2311",NA
"2312",NA
"2313",-1
"2314",NA
"2315",1
"2316",1
"2317",0.6
"2318",1
"2319",NA
"2320",NA
"2321",0.333333333333333
"2322",1
"2323",NA
"2324",NA
"2325",-0.5
"2326",NA
"2327",NA
"2328",NA
"2329",NA
"2330",NA
"2331",NA
"2332",-0.5
"2333",NA
"2334",1
"2335",NA
"2336",NA
"2337",0.2
"2338",1
"2339",NA
"2340",-1
"2341",-1
"2342",NA
"2343",0
"2344",0.777777777777778
"2345",1
"2346",NA
"2347",0.333333333333333
"2348",NA
"2349",NA
"2350",1
"2351",NA
"2352",NA
"2353",NA
"2354",0.333333333333333
"2355",NA
"2356",1
"2357",NA
"2358",NA
"2359",NA
"2360",NA
"2361",NA
"2362",NA
"2363",NA
"2364",1
"2365",NA
"2366",NA
"2367",NA
"2368",0.5
"2369",1
"2370",NA
"2371",1
"2372",NA
"2373",NA
"2374",NA
"2375",NA
"2376",NA
"2377",NA
"2378",0.6
"2379",NA
"2380",0.818181818181818
"2381",0
"2382",1
"2383",0
"2384",NA
"2385",NA
"2386",NA
"2387",1
"2388",NA
"2389",NA
"2390",NA
"2391",1
"2392",-1
"2393",-0.333333333333333
"2394",NA
"2395",NA
"2396",0.684210526315789
"2397",-1
"2398",NA
"2399",NA
"2400",-1
"2401",NA
"2402",0.684210526315789
"2403",1
"2404",NA
"2405",1
"2406",1
"2407",NA
"2408",NA
"2409",1
"2410",-0.333333333333333
"2411",NA
"2412",NA
"2413",-0.333333333333333
"2414",NA
"2415",1
"2416",NA
"2417",NA
"2418",-1
"2419",NA
"2420",NA
"2421",NA
"2422",0.333333333333333
"2423",NA
"2424",-1
"2425",NA
"2426",1
"2427",NA
"2428",NA
"2429",1
"2430",NA
"2431",1
"2432",1
"2433",NA
"2434",NA
"2435",1
"2436",NA
"2437",NA
"2438",NA
"2439",NA
"2440",NA
"2441",NA
"2442",NA
"2443",1
"2444",NA
"2445",0.5
"2446",1
"2447",1
"2448",NA
"2449",NA
"2450",NA
"2451",NA
"2452",NA
"2453",-1
"2454",NA
"2455",NA
"2456",NA
"2457",1
"2458",NA
"2459",NA
"2460",1
"2461",0.333333333333333
"2462",NA
"2463",NA
"2464",NA
"2465",NA
"2466",NA
"2467",NA
"2468",NA
"2469",NA
"2470",1
"2471",1
"2472",NA
"2473",NA
"2474",NA
"2475",-1
"2476",NA
"2477",NA
"2478",NA
"2479",NA
"2480",NA
"2481",1
"2482",NA
"2483",1
"2484",1
"2485",NA
"2486",NA
"2487",NA
"2488",-1
"2489",NA
"2490",NA
"2491",0
"2492",NA
"2493",NA
"2494",NA
"2495",NA
"2496",NA
"2497",NA
"2498",NA
"2499",NA
"2500",NA
"2501",1
"2502",NA
"2503",1
"2504",1
"2505",NA
"2506",NA
"2507",1
"2508",1
"2509",NA
"2510",NA
"2511",NA
"2512",NA
"2513",NA
"2514",1
"2515",-1
"2516",NA
"2517",NA
"2518",NA
"2519",-0.333333333333333
"2520",0.333333333333333
"2521",NA
"2522",NA
"2523",NA
"2524",NA
"2525",1
"2526",NA
"2527",NA
"2528",1
"2529",0.2
"2530",1
"2531",NA
"2532",0.5
"2533",NA
"2534",-1
"2535",NA
"2536",NA
"2537",NA
"2538",NA
"2539",1
"2540",NA
"2541",-1
"2542",1
"2543",1
"2544",NA
"2545",0.714285714285714
"2546",NA
"2547",NA
"2548",1
"2549",0
"2550",NA
"2551",NA
"2552",0.333333333333333
"2553",1
"2554",1
"2555",NA
"2556",NA
"2557",NA
"2558",NA
"2559",0
"2560",-1
"2561",NA
"2562",NA
"2563",NA
"2564",NA
"2565",NA
"2566",-1
"2567",NA
"2568",NA
"2569",NA
"2570",NA
"2571",NA
"2572",NA
"2573",NA
"2574",NA
"2575",NA
"2576",NA
"2577",NA
"2578",NA
"2579",-1
"2580",NA
"2581",NA
"2582",1
"2583",NA
"2584",NA
"2585",NA
"2586",0.333333333333333
"2587",-1
"2588",NA
"2589",NA
"2590",NA
"2591",NA
"2592",-1
"2593",NA
"2594",NA
"2595",NA
"2596",NA
"2597",NA
"2598",NA
"2599",NA
"2600",NA
"2601",NA
"2602",NA
"2603",NA
"2604",NA
"2605",NA
"2606",NA
"2607",-1
"2608",NA
"2609",NA
"2610",NA
"2611",-1
"2612",NA
"2613",-1
"2614",NA
"2615",NA
"2616",NA
"2617",NA
"2618",0.333333333333333
"2619",NA
"2620",NA
"2621",NA
"2622",NA
"2623",NA
"2624",1
"2625",NA
"2626",NA
"2627",NA
"2628",NA
"2629",NA
"2630",NA
"2631",NA
"2632",-1
"2633",NA
"2634",NA
"2635",NA
"2636",1
"2637",NA
"2638",NA
"2639",-1
"2640",NA
"2641",1
"2642",1
"2643",NA
"2644",NA
"2645",NA
"2646",-1
"2647",1
"2648",NA
"2649",NA
"2650",-1
"2651",NA
"2652",NA
"2653",NA
"2654",NA
"2655",0.333333333333333
"2656",-1
"2657",NA
"2658",1
"2659",NA
"2660",NA
"2661",1
"2662",NA
"2663",NA
"2664",NA
"2665",-1
"2666",-1
"2667",1
"2668",1
"2669",0
"2670",1
"2671",1
"2672",NA
"2673",1
"2674",NA
"2675",NA
"2676",NA
"2677",1
"2678",NA
"2679",NA
"2680",1
"2681",NA
"2682",NA
"2683",NA
"2684",1
"2685",NA
"2686",NA
"2687",NA
"2688",NA
"2689",NA
"2690",NA
"2691",-1
"2692",1
"2693",NA
"2694",NA
"2695",NA
"2696",NA
"2697",NA
"2698",NA
"2699",1
"2700",-1
"2701",NA
"2702",1
"2703",1
"2704",1
"2705",NA
"2706",-1
"2707",NA
"2708",NA
"2709",0
"2710",NA
"2711",1
"2712",NA
"2713",1
"2714",NA
"2715",1
"2716",NA
"2717",NA
"2718",NA
"2719",NA
"2720",NA
"2721",-1
"2722",NA
"2723",0.333333333333333
"2724",NA
"2725",NA
"2726",1
"2727",1
"2728",NA
"2729",1
"2730",NA
"2731",NA
"2732",-1
"2733",NA
"2734",1
"2735",NA
"2736",-1
"2737",NA
"2738",1
"2739",NA
"2740",-1
"2741",1
"2742",NA
"2743",NA
"2744",-1
"2745",1
"2746",NA
"2747",NA
"2748",-0.5
"2749",0.25
"2750",NA
"2751",NA
"2752",1
"2753",0.5
"2754",-1
"2755",NA
"2756",1
"2757",NA
"2758",-1
"2759",NA
"2760",NA
"2761",NA
"2762",0
"2763",-1
"2764",NA
"2765",NA
"2766",1
"2767",NA
"2768",1
"2769",1
"2770",1
"2771",NA
"2772",NA
"2773",NA
"2774",0
"2775",NA
"2776",NA
"2777",-1
"2778",1
"2779",0
"2780",NA
"2781",NA
"2782",NA
"2783",NA
"2784",NA
"2785",1
"2786",1
"2787",1
"2788",0.6
"2789",NA
"2790",NA
"2791",NA
"2792",NA
"2793",-0.5
"2794",NA
"2795",NA
"2796",NA
"2797",-1
"2798",1
"2799",-1
"2800",-1
"2801",NA
"2802",NA
"2803",NA
"2804",NA
"2805",NA
"2806",NA
"2807",NA
"2808",NA
"2809",NA
"2810",-1
"2811",NA
"2812",NA
"2813",-1
"2814",NA
"2815",1
"2816",-0.333333333333333
"2817",NA
"2818",1
"2819",NA
"2820",-0.333333333333333
"2821",NA
"2822",NA
"2823",0.333333333333333
"2824",NA
"2825",NA
"2826",1
"2827",NA
"2828",NA
"2829",NA
"2830",1
"2831",NA
"2832",NA
"2833",NA
"2834",NA
"2835",1
"2836",1
"2837",NA
"2838",NA
"2839",NA
"2840",NA
"2841",-1
"2842",NA
"2843",NA
"2844",NA
"2845",NA
"2846",NA
"2847",NA
"2848",NA
"2849",-1
"2850",NA
"2851",NA
"2852",NA
"2853",NA
"2854",NA
"2855",1
"2856",NA
"2857",NA
"2858",NA
"2859",-0.333333333333333
"2860",NA
"2861",NA
"2862",-1
"2863",NA
"2864",NA
"2865",NA
"2866",1
"2867",NA
"2868",-1
"2869",NA
"2870",NA
"2871",NA
"2872",1
"2873",NA
"2874",-1
"2875",0
"2876",NA
"2877",NA
"2878",NA
"2879",NA
"2880",0
"2881",NA
"2882",NA
"2883",NA
"2884",NA
"2885",NA
"2886",NA
"2887",NA
"2888",NA
"2889",1
"2890",NA
"2891",NA
"2892",NA
"2893",NA
"2894",NA
"2895",1
"2896",NA
"2897",NA
"2898",NA
"2899",NA
"2900",-0.6
"2901",-0.2
"2902",NA
"2903",1
"2904",-1
"2905",NA
"2906",NA
"2907",NA
"2908",NA
"2909",NA
"2910",NA
"2911",-1
"2912",1
"2913",NA
"2914",0.272727272727273
"2915",1
"2916",NA
"2917",NA
"2918",NA
"2919",-1
"2920",NA
"2921",NA
"2922",NA
"2923",0
"2924",NA
"2925",1
"2926",1
"2927",NA
"2928",1
"2929",NA
"2930",-1
"2931",NA
"2932",NA
"2933",-1
"2934",NA
"2935",1
"2936",NA
"2937",NA
"2938",NA
"2939",NA
"2940",NA
"2941",0
"2942",1
"2943",NA
"2944",1
"2945",NA
"2946",-1
"2947",0
"2948",1
"2949",NA
"2950",0.5
"2951",-1
"2952",NA
"2953",1
"2954",NA
"2955",-1
"2956",0
"2957",1
"2958",1
"2959",0.2
"2960",1
"2961",NA
"2962",NA
"2963",NA
"2964",NA
"2965",-0.333333333333333
"2966",NA
"2967",NA
"2968",NA
"2969",NA
"2970",0.333333333333333
"2971",-0.333333333333333
"2972",NA
"2973",NA
"2974",1
"2975",NA
"2976",NA
"2977",NA
"2978",NA
"2979",NA
"2980",-1
"2981",NA
"2982",1
"2983",0
"2984",0
"2985",-1
"2986",NA
"2987",NA
"2988",NA
"2989",-1
"2990",NA
"2991",NA
"2992",0.428571428571429
"2993",-1
"2994",0
"2995",NA
"2996",0.5
"2997",NA
"2998",NA
"2999",NA
"3000",NA
"3001",0.2
"3002",1
"3003",0.142857142857143
"3004",NA
"3005",0.25
"3006",NA
"3007",NA
"3008",0.25
"3009",NA
"3010",0
"3011",NA
"3012",NA
"3013",NA
"3014",1
"3015",-0.333333333333333
"3016",-0.333333333333333
"3017",-1
"3018",NA
"3019",1
"3020",NA
"3021",1
"3022",-1
"3023",NA
"3024",NA
"3025",NA
"3026",NA
"3027",NA
"3028",NA
"3029",NA
"3030",NA
"3031",NA
"3032",NA
"3033",NA
"3034",NA
"3035",NA
"3036",NA
"3037",1
"3038",0.5
"3039",1
"3040",1
"3041",NA
"3042",0
"3043",1
"3044",NA
"3045",1
"3046",1
"3047",0.142857142857143
"3048",NA
"3049",NA
"3050",NA
"3051",NA
"3052",NA
"3053",0
"3054",0
"3055",NA
"3056",-1
"3057",NA
"3058",NA
"3059",1
"3060",NA
"3061",1
"3062",NA
"3063",NA
"3064",-1
"3065",NA
"3066",NA
"3067",NA
"3068",NA
"3069",NA
"3070",NA
"3071",0.333333333333333
"3072",NA
"3073",0
"3074",NA
"3075",NA
"3076",NA
"3077",-1
"3078",1
"3079",NA
"3080",NA
"3081",1
"3082",1
"3083",NA
"3084",NA
"3085",1
"3086",NA
"3087",NA
"3088",NA
"3089",1
"3090",1
"3091",NA
"3092",NA
"3093",0
"3094",NA
"3095",-1
"3096",NA
"3097",1
"3098",NA
"3099",NA
"3100",-1
"3101",NA
"3102",1
"3103",1
"3104",1
"3105",NA
"3106",NA
"3107",NA
"3108",NA
"3109",NA
"3110",NA
"3111",1
"3112",0.333333333333333
"3113",NA
"3114",0.5
"3115",NA
"3116",NA
"3117",NA
"3118",0.111111111111111
"3119",0
"3120",NA
"3121",NA
"3122",NA
"3123",1
"3124",NA
"3125",0
"3126",NA
"3127",NA
"3128",NA
"3129",0
"3130",NA
"3131",NA
"3132",NA
"3133",NA
"3134",NA
"3135",NA
"3136",-1
"3137",NA
"3138",NA
"3139",NA
"3140",NA
"3141",NA
"3142",NA
"3143",NA
"3144",0
"3145",NA
"3146",NA
"3147",NA
"3148",1
"3149",NA
"3150",NA
"3151",NA
"3152",NA
"3153",NA
"3154",-1
"3155",NA
"3156",NA
"3157",1
"3158",NA
"3159",NA
"3160",NA
"3161",NA
"3162",0.5
"3163",NA
"3164",-1
"3165",NA
"3166",1
"3167",-1
"3168",1
"3169",NA
"3170",1
"3171",NA
"3172",1
"3173",NA
"3174",NA
"3175",-1
"3176",NA
"3177",NA
"3178",1
"3179",NA
"3180",NA
"3181",NA
"3182",NA
"3183",NA
"3184",1
"3185",NA
"3186",1
"3187",1
"3188",NA
"3189",NA
"3190",NA
"3191",-1
"3192",NA
"3193",NA
"3194",NA
"3195",NA
"3196",NA
"3197",NA
"3198",1
"3199",NA
"3200",NA
"3201",NA
"3202",-1
"3203",NA
"3204",NA
"3205",1
"3206",NA
"3207",1
"3208",NA
"3209",1
"3210",NA
"3211",NA
"3212",NA
"3213",NA
"3214",1
"3215",NA
"3216",NA
"3217",0
"3218",NA
"3219",NA
"3220",NA
"3221",NA
"3222",1
"3223",1
"3224",-1
"3225",-1
"3226",1
"3227",NA
"3228",NA
"3229",NA
"3230",-1
"3231",NA
"3232",NA
"3233",1
"3234",NA
"3235",NA
"3236",NA
"3237",NA
"3238",-1
"3239",1
"3240",NA
"3241",NA
"3242",NA
"3243",NA
"3244",NA
"3245",NA
"3246",NA
"3247",1
"3248",NA
"3249",NA
"3250",-1
"3251",1
"3252",NA
"3253",NA
"3254",1
"3255",NA
"3256",NA
"3257",NA
"3258",NA
"3259",1
"3260",NA
"3261",NA
"3262",NA
"3263",NA
"3264",NA
"3265",1
"3266",NA
"3267",1
"3268",NA
"3269",NA
"3270",-0.333333333333333
"3271",NA
"3272",NA
"3273",1
"3274",NA
"3275",1
"3276",NA
"3277",NA
"3278",NA
"3279",NA
"3280",NA
"3281",NA
"3282",NA
"3283",NA
"3284",1
"3285",NA
"3286",1
"3287",NA
"3288",-1
"3289",-1
"3290",1
"3291",NA
"3292",NA
"3293",NA
"3294",NA
"3295",NA
"3296",0
"3297",NA
"3298",NA
"3299",0
"3300",NA
"3301",0
"3302",NA
"3303",0
"3304",NA
"3305",1
"3306",NA
"3307",NA
"3308",NA
"3309",NA
"3310",NA
"3311",NA
"3312",NA
"3313",NA
"3314",NA
"3315",NA
"3316",NA
"3317",0
"3318",NA
"3319",NA
"3320",1
"3321",NA
"3322",NA
"3323",1
"3324",NA
"3325",1
"3326",NA
"3327",1
"3328",1
"3329",NA
"3330",0
"3331",1
"3332",NA
"3333",NA
"3334",NA
"3335",NA
"3336",0.2
"3337",NA
"3338",0
"3339",0.2
"3340",0.333333333333333
"3341",NA
"3342",0.333333333333333
"3343",NA
"3344",NA
"3345",1
"3346",1
"3347",1
"3348",NA
"3349",0.666666666666667
"3350",0.111111111111111
"3351",NA
"3352",NA
"3353",1
"3354",1
"3355",0.8
"3356",1
"3357",NA
"3358",1
"3359",NA
"3360",-0.5
"3361",1
"3362",0.555555555555556
"3363",1
"3364",NA
"3365",0.333333333333333
"3366",NA
"3367",0.111111111111111
"3368",0.25
"3369",NA
"3370",0.333333333333333
"3371",NA
"3372",0
"3373",0.5
"3374",-1
"3375",NA
"3376",0.333333333333333
"3377",NA
"3378",1
"3379",-0.333333333333333
"3380",NA
"3381",NA
"3382",NA
"3383",NA
"3384",NA
"3385",NA
"3386",NA
"3387",0
"3388",NA
"3389",NA
"3390",NA
"3391",NA
"3392",NA
"3393",NA
"3394",NA
"3395",NA
"3396",NA
"3397",NA
"3398",NA
"3399",NA
"3400",NA
"3401",NA
"3402",NA
"3403",NA
"3404",NA
"3405",NA
"3406",NA
"3407",NA
"3408",1
"3409",NA
"3410",1
"3411",NA
"3412",1
"3413",NA
"3414",1
